,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep1_M50,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep2_M51,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep3_M52,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep4_M53,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep5_M54,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep6_M55,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep1_M62,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep2_M63,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep3_M64,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep4_M65,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep5_M66,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep6_M67
ENSMUSG00000115016,4,0,1,0,0,0,2,0,0,0,0,1
ENSMUSG00000115017,2,3,4,2,2,1,0,2,0,0,2,0
ENSMUSG00000115018,18,14,16,23,16,21,0,0,5,23,35,4
ENSMUSG00000115019,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115020,1,0,0,0,0,0,2,0,0,2,1,0
ENSMUSG00000115021,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115022,0,0,1,0,0,0,0,0,0,0,0,21
ENSMUSG00000115023,0,0,0,0,0,0,3,0,0,1,1,2
ENSMUSG00000115024,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115025,0,2,0,0,0,1,0,1,0,0,1,0
ENSMUSG00000115026,9,7,3,6,7,7,7,5,8,1,6,4
ENSMUSG00000115027,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000115028,0,0,2,0,1,0,0,0,0,0,0,0
ENSMUSG00000115029,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115030,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115031,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115032,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115033,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115034,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115035,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115036,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115037,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115038,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115039,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115040,0,3,4,0,0,0,1,0,0,2,4,0
ENSMUSG00000115041,1,2,7,7,2,6,8,5,8,5,1,0
ENSMUSG00000115042,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115043,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115044,5,4,7,1,5,1,6,6,8,1,6,1
ENSMUSG00000115045,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115046,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115047,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115048,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115049,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000115050,3,1,1,1,0,2,3,5,0,0,3,0
ENSMUSG00000115051,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115052,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115053,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115054,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115056,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115057,0,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000115058,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115059,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115060,0,0,0,0,0,2,4,0,0,1,0,0
ENSMUSG00000115061,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115062,2,0,2,0,0,0,0,2,0,0,1,6
ENSMUSG00000115063,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115064,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115065,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115066,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115067,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000115068,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115069,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000115070,1,0,1,0,2,0,1,0,0,0,3,0
ENSMUSG00000115071,2,0,0,3,0,1,4,0,2,0,2,0
ENSMUSG00000115072,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115073,3,3,0,1,1,0,2,0,2,1,4,2
ENSMUSG00000115074,0,12,0,0,23,0,26,10,33,0,0,29
ENSMUSG00000115075,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115076,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115077,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115079,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115080,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115081,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115082,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115083,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115084,0,0,0,0,0,0,1,0,3,1,0,0
ENSMUSG00000115085,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115086,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115087,3,3,0,7,9,2,4,8,1,7,25,3
ENSMUSG00000115088,2,2,1,0,0,0,2,1,3,0,1,1
ENSMUSG00000115089,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115090,0,1,0,0,0,0,2,0,0,2,0,0
ENSMUSG00000115091,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115092,0,0,0,0,0,0,0,0,0,0,4,0
ENSMUSG00000115093,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115094,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115095,2,3,0,1,5,3,2,5,5,5,19,2
ENSMUSG00000115096,0,1,0,0,0,0,1,0,0,0,0,1
ENSMUSG00000115097,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115098,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115099,135,97,74,61,93,110,62,73,35,77,92,110
ENSMUSG00000115100,3,4,4,9,17,8,7,10,9,10,9,11
ENSMUSG00000115101,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115102,0,0,1,0,0,0,0,2,0,0,4,0
ENSMUSG00000115103,0,0,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000115104,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115105,0,0,0,0,2,0,1,0,0,0,0,0
ENSMUSG00000115106,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000115107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115108,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115109,7,11,1,4,1,3,3,0,1,0,3,6
ENSMUSG00000115110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115111,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115112,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115113,0,0,1,0,0,1,0,0,0,0,0,0
ENSMUSG00000115114,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000115115,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115116,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000115117,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115118,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115119,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115120,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115121,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115122,18,16,11,14,32,28,19,13,12,21,36,26
ENSMUSG00000115123,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115124,14,12,7,15,16,16,14,9,15,11,11,16
ENSMUSG00000115125,1,0,0,1,0,0,0,1,4,0,1,2
ENSMUSG00000115126,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115127,0,0,0,2,0,0,1,0,0,0,0,0
ENSMUSG00000115128,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115129,1,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000115130,0,0,0,2,1,0,1,0,0,0,0,0
ENSMUSG00000115131,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115132,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115134,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115135,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115136,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115137,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115138,1,0,2,3,2,1,4,0,0,3,1,1
ENSMUSG00000115139,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115140,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115141,2,0,0,0,2,3,0,0,2,0,1,1
ENSMUSG00000115142,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000115143,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000115144,2,1,0,2,6,1,3,0,1,1,5,0
ENSMUSG00000115145,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115146,7,9,10,6,5,10,3,3,6,3,8,5
ENSMUSG00000115147,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115148,13,13,27,7,25,7,9,21,36,14,42,3
ENSMUSG00000115149,16,19,27,12,31,18,39,19,40,26,46,27
ENSMUSG00000115150,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115151,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115152,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115153,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115154,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115155,0,1,2,4,5,3,1,1,0,1,8,0
ENSMUSG00000115156,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115157,1,5,0,3,0,2,0,0,1,6,0,7
ENSMUSG00000115158,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115159,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115160,0,0,2,0,0,0,0,0,0,0,2,0
ENSMUSG00000115161,6,2,9,12,14,9,7,4,3,8,19,3
ENSMUSG00000115162,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115163,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115164,0,0,0,0,0,0,1,0,1,0,0,0
ENSMUSG00000115165,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115166,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115167,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115168,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115169,0,0,0,0,3,0,1,1,0,0,2,0
ENSMUSG00000115170,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115171,0,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000115172,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115173,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115174,1,0,0,2,0,1,0,0,0,0,0,0
ENSMUSG00000115175,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115176,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115177,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115178,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115179,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115180,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115181,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115182,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115183,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115184,3,0,3,2,5,1,4,3,1,1,7,1
ENSMUSG00000115185,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115186,1,13,18,3,11,2,6,7,3,6,12,4
ENSMUSG00000115187,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115188,0,0,0,0,1,0,0,0,0,0,2,0
ENSMUSG00000115190,1,0,2,2,9,0,2,3,0,2,5,2
ENSMUSG00000115191,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115192,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115193,0,0,0,0,0,0,0,1,0,0,4,0
ENSMUSG00000115194,0,0,2,0,0,0,0,0,0,3,0,0
ENSMUSG00000115195,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115196,0,0,1,2,0,0,0,1,2,0,1,0
ENSMUSG00000115197,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115198,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115199,0,0,0,0,0,0,0,0,0,0,3,0
ENSMUSG00000115200,0,0,1,0,0,0,0,0,0,0,1,1
ENSMUSG00000115201,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115202,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115203,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115204,0,0,1,0,0,6,0,0,0,0,0,0
ENSMUSG00000115205,1,4,8,4,2,13,0,7,0,2,1,2
ENSMUSG00000115206,0,0,1,0,0,3,0,0,0,0,0,0
ENSMUSG00000115207,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000115208,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115209,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115210,0,2,8,5,7,3,8,12,4,6,14,3
ENSMUSG00000115211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115212,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115213,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115214,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115215,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115216,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115217,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115218,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115219,7,9,6,5,7,2,8,13,9,4,7,0
ENSMUSG00000115220,8,10,20,14,11,14,15,21,17,20,26,12
ENSMUSG00000115221,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115222,12,10,11,3,3,11,6,5,11,4,7,4
ENSMUSG00000115223,0,0,0,0,3,0,0,0,2,2,0,0
ENSMUSG00000115224,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000115225,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115226,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115227,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000115228,0,0,2,2,4,0,3,0,2,2,4,3
ENSMUSG00000115229,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115230,0,2,1,1,0,0,0,1,1,0,2,0
ENSMUSG00000115231,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115232,0,0,29,22,5,0,0,14,82,25,37,0
ENSMUSG00000115233,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115234,1,1,7,3,6,1,3,2,0,0,7,0
ENSMUSG00000115235,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115236,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115237,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115238,1,0,2,0,3,0,2,2,3,1,6,3
ENSMUSG00000115239,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115240,0,0,1,0,0,0,0,0,0,0,1,0
ENSMUSG00000115241,1,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000115242,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115243,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115244,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115245,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115246,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115247,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000115248,4,8,33,31,10,6,3,13,8,16,33,23
ENSMUSG00000115249,13,4,8,2,10,4,5,3,4,4,8,7
ENSMUSG00000115250,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115251,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115252,1,0,1,0,0,0,0,0,1,1,4,0
ENSMUSG00000115253,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115254,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115256,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115257,0,0,1,0,5,1,0,0,1,1,0,0
ENSMUSG00000115258,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115259,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115260,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115261,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115262,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115263,56,34,50,79,32,55,40,26,8,48,60,42
ENSMUSG00000115264,1,0,2,4,4,1,4,3,6,2,7,0
ENSMUSG00000115265,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115266,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115267,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000115268,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115269,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115270,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115271,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115272,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115273,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115274,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115275,6,4,12,21,16,12,20,12,13,19,24,11
ENSMUSG00000115276,7,10,13,19,22,13,17,17,14,13,50,4
ENSMUSG00000115277,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115278,0,1,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000115279,0,0,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000115280,9,1,5,1,1,8,1,7,1,1,6,7
ENSMUSG00000115281,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115282,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115283,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000115284,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115285,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115286,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115287,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115288,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115289,7,3,10,5,5,1,0,3,4,4,7,8
ENSMUSG00000115290,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115291,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000115292,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115293,4,0,0,1,15,9,12,0,0,0,4,14
ENSMUSG00000115294,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115295,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115296,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115297,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115298,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115299,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115300,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115301,0,0,1,0,0,0,0,0,0,2,4,1
ENSMUSG00000115302,2,0,0,0,0,0,0,0,0,0,0,5
ENSMUSG00000115303,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115304,0,0,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000115305,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115306,1,1,3,1,0,3,1,2,2,0,3,1
ENSMUSG00000115307,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115308,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115309,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115310,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115311,14,26,7,13,14,17,6,19,14,9,13,15
ENSMUSG00000115312,3,0,2,1,0,3,0,1,7,2,2,1
ENSMUSG00000115313,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000115314,0,0,1,1,0,0,0,0,0,1,5,0
ENSMUSG00000115315,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115316,1,0,5,0,6,0,2,2,8,0,3,2
ENSMUSG00000115317,22,11,34,23,17,14,20,18,23,25,27,16
ENSMUSG00000115318,1,0,4,2,6,1,6,3,3,3,8,3
ENSMUSG00000115319,0,1,1,0,0,0,0,0,0,2,3,0
ENSMUSG00000115320,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115321,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115322,0,0,0,0,0,0,0,0,0,0,3,0
ENSMUSG00000115323,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115324,1,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115325,0,0,0,0,0,0,0,0,0,2,2,0
ENSMUSG00000115326,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000115327,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115328,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115329,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000115330,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115331,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115332,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000115333,0,1,0,1,0,1,2,0,3,2,7,0
ENSMUSG00000115334,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115335,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115336,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115337,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115338,81,67,105,110,106,58,83,86,122,102,78,106
ENSMUSG00000115339,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000115340,0,2,8,3,2,0,7,2,1,5,4,0
ENSMUSG00000115341,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115342,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000115343,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115344,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000115345,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115346,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115347,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115348,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115349,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115350,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115351,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115352,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115353,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115354,1,7,9,1,0,0,6,0,3,0,3,1
ENSMUSG00000115355,0,0,0,0,1,3,0,0,1,2,0,0
ENSMUSG00000115356,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115357,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115358,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115359,0,2,0,2,0,0,2,1,0,0,0,0
ENSMUSG00000115360,3,6,2,8,3,2,6,5,3,15,9,1
ENSMUSG00000115361,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115362,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115363,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115365,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115366,0,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000115367,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115368,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115369,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115370,2,0,4,0,0,1,1,1,6,0,2,0
ENSMUSG00000115371,0,0,0,0,0,0,0,0,1,0,2,0
ENSMUSG00000115372,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115373,0,8,2,1,2,1,4,2,2,4,8,3
ENSMUSG00000115374,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115375,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115376,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115377,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115378,0,2,0,1,0,1,1,5,0,0,2,0
ENSMUSG00000115379,0,0,0,4,0,4,6,0,0,1,0,7
ENSMUSG00000115380,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115381,3,0,1,0,1,2,1,0,0,0,5,0
ENSMUSG00000115382,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115383,0,0,0,0,1,0,0,0,1,1,0,0
ENSMUSG00000115384,0,0,2,0,0,0,0,0,0,1,1,1
ENSMUSG00000115385,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115386,1,0,0,0,0,2,0,0,0,0,2,0
ENSMUSG00000115387,0,0,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000115388,15,26,16,5,12,6,5,8,8,1,22,4
ENSMUSG00000115389,1,0,4,2,2,0,1,2,1,2,4,0
ENSMUSG00000115390,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115391,0,0,0,0,0,0,0,0,0,0,3,0
ENSMUSG00000115392,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115393,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115394,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115395,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115396,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115397,0,0,0,0,0,0,0,0,0,0,0,0
